,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
276,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
277,Associate,,,Classification: Associate,Associate,Ro_10_10_05,0.6446,3.2594,"[{'title': 'Principal accountable person', 'code': 'Ro_10_10_72', 'ce_score': -9.537038803100586}, {'title': 'Principal', 'code': 'Ro_10_10_70', 'ce_score': -9.579507827758789}]",True
278,Senior Engineer,,,Classification: Senior Engineer,Civil engineer,Ro_50_20_11,0.6173,-4.7583,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.8610992431640625}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.461803436279297}]",False
279,Experienced engineer 2,,,Classification: Experienced engineer 2,Civil engineer,Ro_50_20_11,0.6048,-7.0838,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.219235420227051}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.512242317199707}]",False
280,Senior Engineer,,,Classification: Senior Engineer,Civil engineer,Ro_50_20_11,0.6173,-4.7583,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.8610992431640625}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.461803436279297}]",False
281,Experienced engineer 2,,,Classification: Experienced engineer 2,Civil engineer,Ro_50_20_11,0.6048,-7.0838,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.219235420227051}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.512242317199707}]",False
282,Experienced engineer 2,,,Classification: Experienced engineer 2,Civil engineer,Ro_50_20_11,0.6048,-7.0838,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.219235420227051}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.512242317199707}]",False
283,Experienced engineer 2,,,Classification: Experienced engineer 2,Civil engineer,Ro_50_20_11,0.6048,-7.0838,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.219235420227051}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.512242317199707}]",False
284,Engineer 3,,,Classification: Engineer 3,Civil engineer,Ro_50_20_11,0.594,-4.0079,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.3175177574157715}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -4.680305480957031}]",False
285,Engineer 3,,,Classification: Engineer 3,Civil engineer,Ro_50_20_11,0.594,-4.0079,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.3175177574157715}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -4.680305480957031}]",False
286,Engineer 3,,,Classification: Engineer 3,Civil engineer,Ro_50_20_11,0.594,-4.0079,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.3175177574157715}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -4.680305480957031}]",False
287,Senior Engineer,,,Classification: Senior Engineer,Civil engineer,Ro_50_20_11,0.6173,-4.7583,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.8610992431640625}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.461803436279297}]",False
288,OS Technician,,,Classification: OS Technician,Technician,Ro_10_10_88,0.6487,-4.7241,"[{'title': 'Signalling technician', 'code': 'Ro_70_65_79', 'ce_score': -5.321551322937012}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.95895528793335}]",False
289,Jacobs PAA Salary,Durability,Materials Specialist,Classification: Jacobs PAA Salary | Discipline: Durability | Position: Materials Specialist,Hazardous materials surveyor,Ro_70_10_35,0.4153,-7.7339,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -8.278925895690918}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -8.726407051086426}]",False
290,Acradis PAA Salary,Traffic Modelling,Civil Engineer,Classification: Acradis PAA Salary | Discipline: Traffic Modelling | Position: Civil Engineer,Civil engineer,Ro_50_20_11,0.6144,-3.8773,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -4.664150238037109}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -6.6346211433410645}]",False
291,Jacobs PAA Salary,Durability,Durability Consultant,Classification: Jacobs PAA Salary | Discipline: Durability | Position: Durability Consultant,Health and safety consultant,Ro_30_10_36,0.4333,-7.2802,"[{'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -7.399305820465088}, {'title': 'Education consultant', 'code': 'Ro_10_30_27', 'ce_score': -7.447999477386475}]",False
292,Jacobs PAA Salary,Geotechnical,Groundwater Modeller,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Groundwater Modeller,Geotechnical engineer,Ro_50_20_37,0.6131,-5.2836,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -5.794981002807617}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -8.256048202514648}]",False
293,Acradis PAA Salary,Structures,Lead Modeller,Classification: Acradis PAA Salary | Discipline: Structures | Position: Lead Modeller,Design lead,Ro_30_50_25,0.4088,-7.8065,"[{'title': 'Asset management lead', 'code': 'Ro_30_50_04', 'ce_score': -8.613920211791992}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -10.572315216064453}]",False
294,Acradis PAA Salary,Utilities,Utilities Engineer,Classification: Acradis PAA Salary | Discipline: Utilities | Position: Utilities Engineer,Utilities surveyor,Ro_70_10_93,0.4586,-4.2187,"[{'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -6.849557399749756}, {'title': 'Electrician', 'code': 'Ro_70_60_27', 'ce_score': -7.720665454864502}]",False
295,Jacobs PAA Salary,Project Management,DNOP Project Manager,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: DNOP Project Manager,Project manager,Ro_30_10_67,0.5254,-3.7666,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -5.905221939086914}, {'title': 'Manager', 'code': 'Ro_10_10_50', 'ce_score': -6.27523946762085}]",False
296,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
297,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
298,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
299,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
300,,Project Management,Engineering and Technical Director,Discipline: Project Management | Position: Engineering and Technical Director,Project manager,Ro_30_10_67,0.7122,0.4094,"[{'title': 'Project lead', 'code': 'Ro_30_50_70', 'ce_score': -2.447035789489746}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -2.4607229232788086}]",False
301,,,Deputy Bid Director,Position: Deputy Bid Director,Bid manager,Ro_30_10_07,0.7018,-1.0918,"[{'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -4.446510314941406}, {'title': 'Director', 'code': 'Ro_10_10_25', 'ce_score': -4.617406845092773}]",False
302,,,Lead Cost Controller,Position: Lead Cost Controller,Operation lead,Ro_30_50_61,0.4827,-6.8654,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -7.507521152496338}, {'title': 'Design lead', 'code': 'Ro_30_50_25', 'ce_score': -8.135408401489258}]",False
303,,,Project Controls Manager,Position: Project Controls Manager,Development control officer,Ro_30_30_20,0.6927,1.6424,"[{'title': 'Project manager', 'code': 'Ro_30_10_67', 'ce_score': 0.39628303050994873}, {'title': 'Building control officer', 'code': 'Ro_30_30_09', 'ce_score': -0.3782811462879181}]",True
304,Acradis PAA Salary,Structures,Package Owner for BR17,Classification: Acradis PAA Salary | Discipline: Structures | Position: Package Owner for BR17,Contractor,Ro_30_10_20,0.4278,-9.5366,"[{'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -9.729424476623535}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -9.782442092895508}]",False
305,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
306,Jacobs PAA Salary,Utilities,C2S Package Lead,Classification: Jacobs PAA Salary | Discipline: Utilities | Position: C2S Package Lead,Utilities surveyor,Ro_70_10_93,0.4122,-7.9654,"[{'title': 'Design lead', 'code': 'Ro_30_50_25', 'ce_score': -8.870573043823242}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -9.920117378234863}]",False
307,Jacobs PAA Salary,,,Classification: Jacobs PAA Salary,Principal accountable person,Ro_10_10_72,0.3297,-11.2572,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -11.281017303466797}, {'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -11.292795181274414}]",False
308,Jacobs PAA Salary,Project Management,Global Delivery,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Global Delivery,Project manager,Ro_30_10_67,0.4562,-5.5277,"[{'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -7.963233947753906}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -8.090522766113281}]",False
309,Jacobs PAA Salary,Geotechnical,Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Tunnel Engineer,Tunnel engineer,Ro_50_20_91,0.6346,-2.8528,"[{'title': 'Geotechnical engineer', 'code': 'Ro_50_20_37', 'ce_score': -3.0875630378723145}, {'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -4.9457244873046875}]",False
310,Jacobs PAA Salary,Tunnels,"Blast SME, Tunnel Engineer","Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Blast SME, Tunnel Engineer",Tunnel engineer,Ro_50_20_91,0.6158,-3.5605,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -6.035171985626221}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -6.18723201751709}]",False
311,OS Senior Engineer,,,Classification: OS Senior Engineer,Electronics engineer,Ro_50_20_31,0.5719,-4.8238,"[{'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -5.302058696746826}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -6.034708023071289}]",False
312,Graduate Engineer,,,Classification: Graduate Engineer,Civil engineer,Ro_50_20_11,0.6256,-4.8551,"[{'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.4145097732543945}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.6097187995910645}]",False
313,Acradis PAA Salary,Drafting,CAD Technician,Classification: Acradis PAA Salary | Discipline: Drafting | Position: CAD Technician,Technician,Ro_10_10_88,0.4513,-8.3667,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -9.296804428100586}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.484522819519043}]",False
314,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
315,Arcadis GEC,Structures,BIM Modeller,Classification: Arcadis GEC | Discipline: Structures | Position: BIM Modeller,Structural engineer,Ro_50_20_83,0.3573,-9.1721,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.623161315917969}, {'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -10.106191635131836}]",False
316,Arcadis GEC,Road Design,Road and Civil Designer,Classification: Arcadis GEC | Discipline: Road Design | Position: Road and Civil Designer,Civil engineer,Ro_50_20_11,0.4805,-5.0892,"[{'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -6.18336820602417}, {'title': 'Landscape designer', 'code': 'Ro_50_30_48', 'ce_score': -6.9430999755859375}]",False
317,Jacobs PAA Salary,Traffic Modelling,Temporary works traffic engineer,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Temporary works traffic engineer,Traffic engineer,Ro_50_20_90,0.6694,-4.9975,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -6.202220916748047}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.192778587341309}]",False
318,,,MOC Civils,Position: MOC Civils,Civil engineer,Ro_50_20_11,0.5483,-5.0816,"[{'title': 'Chief operating officer', 'code': 'Ro_10_10_18', 'ce_score': -9.195741653442383}, {'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'ce_score': -9.629831314086914}]",False
319,Jacobs PAA Salary,Tunnels,Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Tunnel Engineer,Tunnel engineer,Ro_50_20_91,0.6445,-2.4116,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -5.697994232177734}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.919788360595703}]",False
320,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
321,Experienced engineer 2,,,Classification: Experienced engineer 2,Civil engineer,Ro_50_20_11,0.6048,-7.0838,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.219235420227051}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.512242317199707}]",False
322,Jacobs PAA Salary,Tunnels,STSP Doorframe Slab PL,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: STSP Doorframe Slab PL,Tunnel engineer,Ro_50_20_91,0.5093,-8.3391,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -9.609968185424805}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.809300422668457}]",False
323,Jacobs PAA Salary,Traffic Modelling,Traffic Modeller,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Traffic Modeller,Traffic engineer,Ro_50_20_90,0.6305,-4.9824,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -5.044457912445068}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.887040138244629}]",False
324,Arcadis GEC,Structures,Civil Structures - Bridges - Drafter,Classification: Arcadis GEC | Discipline: Structures | Position: Civil Structures - Bridges - Drafter,Civil engineer,Ro_50_20_11,0.4828,-7.5066,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -7.950104236602783}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -8.604390144348145}]",False
325,Jacobs PAA Salary,Tunnels,Revit Modeler/Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Revit Modeler/Tunnel Engineer,Tunnel engineer,Ro_50_20_91,0.6283,-3.7396,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.68523645401001}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -6.686606407165527}]",False
326,Arcadis GEC,,CAD Team Leader,Classification: Arcadis GEC | Position: CAD Team Leader,Team lead roles,Ro_30_50,0.4078,-5.4399,"[{'title': 'Task team lead', 'code': 'Ro_30_50_90', 'ce_score': -6.493490219116211}, {'title': 'Delivery team roles', 'code': 'Ro_30_10', 'ce_score': -8.717391014099121}]",False
327,Jacobs PAA Salary,Project Management,Safety in Design Manager,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Safety in Design Manager,Design manager,Ro_50_10_22,0.5405,-4.0792,"[{'title': 'Project manager', 'code': 'Ro_30_10_67', 'ce_score': -5.014401912689209}, {'title': 'Health and safety manager', 'code': 'Ro_10_40_36', 'ce_score': -5.924942970275879}]",False
328,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
329,,,,,President,Ro_10_10_65,0.3849,-0.2601,"[{'title': 'Client', 'code': 'Ro_10_20_14', 'ce_score': -1.2956622838974}, {'title': 'Lawyer', 'code': 'Ro_10_10_46', 'ce_score': -1.3929479122161865}]",False
330,Jacobs PAA Salary,Structures,Civil Structures - Retaining Walls Revit Modeller,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Civil Structures - Retaining Walls Revit Modeller,Civil engineer,Ro_50_20_11,0.4952,-8.1829,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -8.57840633392334}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.393407821655273}]",False
331,Acradis PAA Salary,Structures,Civil Structures - Bridges - Team 6 (Modeller),Classification: Acradis PAA Salary | Discipline: Structures | Position: Civil Structures - Bridges - Team 6 (Modeller),Civil engineer,Ro_50_20_11,0.4934,-7.7022,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -7.983006477355957}, {'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -8.385143280029297}]",False
332,Acradis PAA Salary,Tunnels,Advisor,Classification: Acradis PAA Salary | Discipline: Tunnels | Position: Advisor,Tunnel engineer,Ro_50_20_91,0.4635,-7.9189,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -9.76516342163086}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.997424125671387}]",False
